Center Image,Left Image,Right Image,Steer Angle,Throttle,Speed_n,Epsilon
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_16_396.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_16_396.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_16_396.jpg,-0.35,0.3159758,0,27.12675
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_16_478.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_16_478.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_16_478.jpg,-0.5500001,0.5617946,0,27.20401
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_16_560.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_16_560.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_16_560.jpg,0,0.3132605,0,27.34084
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_16_633.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_16_633.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_16_633.jpg,0,0.09635329,0,27.34732
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_16_710.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_16_710.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_16_710.jpg,-0.2,0,0,27.12407
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_16_783.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_16_783.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_16_783.jpg,-0.4,0,0,26.83653
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_16_860.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_16_860.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_16_860.jpg,0,0,0,26.60712
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_16_937.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_16_937.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_16_937.jpg,0,0,0,26.3903
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_17_012.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_17_012.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_17_012.jpg,0,0,0,26.23026
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_17_091.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_17_091.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_17_091.jpg,0,0.233231,0,26.16209
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_17_163.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_17_163.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_17_163.jpg,0,0.2298833,0,26.21879
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_17_237.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_17_237.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_17_237.jpg,0,0.006309196,0,26.09759
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_17_313.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_17_313.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_17_313.jpg,0,0,0,25.94958
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_17_384.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_17_384.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_17_384.jpg,0,0.2131339,0,25.86928
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_17_454.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_17_454.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_17_454.jpg,0,0.4220778,0,25.99186
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_17_529.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_17_529.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_17_529.jpg,0,0.648096,0,26.23103
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_17_618.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_17_618.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_17_618.jpg,-0.25,0.9128707,0,26.90872
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_17_693.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_17_693.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_17_693.jpg,-0.4,0.8936431,0,27.3796
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_17_773.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_17_773.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_17_773.jpg,0,0.6543994,0,27.89892
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_17_853.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_17_853.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_17_853.jpg,-0.1,0.4185395,0,28.15722
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_17_936.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_17_936.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_17_936.jpg,-0.35,0.1646567,0,28.15392
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_18_019.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_18_019.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_18_019.jpg,0,0,0,27.90831
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_18_104.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_18_104.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_18_104.jpg,0,0,0,27.6776
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_18_188.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_18_188.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_18_188.jpg,-0.2,0,0,27.44797
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_18_272.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_18_272.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_18_272.jpg,-0.4,0,0,27.15845
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_18_360.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_18_360.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_18_360.jpg,-0.6500001,0,0,26.67792
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_18_447.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_18_447.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_18_447.jpg,-0.8500001,0.1401905,0,26.2555
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_18_547.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_18_547.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_18_547.jpg,0,0.435311,0,26.27088
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_18_659.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_18_659.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_18_659.jpg,0,0.09740677,0,26.26456
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_18_775.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_18_775.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_18_775.jpg,0,0.1510136,0,26.03963
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_18_884.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_18_884.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_18_884.jpg,0,0.4785673,0,26.23007
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_18_997.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_18_997.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_18_997.jpg,0,0.1396062,0,26.29553
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_19_099.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_19_099.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_19_099.jpg,0.25,0,0,26.02018
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_19_198.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_19_198.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_19_198.jpg,0.5000001,0,0,25.61325
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_19_307.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_19_307.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_19_307.jpg,0,0.1629121,0,25.417
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_19_405.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_19_405.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_19_405.jpg,0,0.4576519,0,25.57922
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_19_511.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_19_511.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_19_511.jpg,0,0.4508384,0,25.9669
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_19_609.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_19_609.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_19_609.jpg,-0.1,0.1598302,0,26.05486
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_19_702.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_19_702.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_19_702.jpg,-0.35,0,0,25.75411
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_19_813.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_19_813.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_19_813.jpg,0,0,0,25.48374
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_19_919.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_19_919.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_19_919.jpg,0,0,0,25.17581
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_20_016.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_20_016.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_20_016.jpg,0,0.2901384,0,25.15721
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_20_116.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_20_116.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_20_116.jpg,0,0.5877227,0,25.50212
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_20_213.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_20_213.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_20_213.jpg,0,0.2905924,0,25.68646
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_20_309.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_20_309.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_20_309.jpg,-0.25,0.2951424,0,25.67636
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_20_407.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_20_407.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_20_407.jpg,0,0.285072,0,25.76891
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_20_501.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_20_501.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_20_501.jpg,0,0.005106851,0,25.64454
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_20_607.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_20_607.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_20_607.jpg,-0.25,0.3229808,0,25.59177
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_20_710.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_20_710.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_20_710.jpg,0,0.01050471,0,25.41892
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_20_818.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_20_818.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_20_818.jpg,0,0,0,25.11148
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_20_922.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_20_922.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_20_922.jpg,0,0.1617491,0,24.94602
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_21_022.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_21_022.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_21_022.jpg,0,0.4637555,0,25.13902
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_21_119.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_21_119.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_21_119.jpg,0,0.1718196,0,25.22664
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_21_212.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_21_212.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_21_212.jpg,0,0.1759429,0,25.12235
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_21_311.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_21_311.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_21_311.jpg,0,0.4727778,0,25.29212
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_21_408.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_21_408.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_21_408.jpg,0,0.1832028,0,25.39816
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_21_504.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_21_504.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_21_504.jpg,0,0.1774865,0,25.27307
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_21_607.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_21_607.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_21_607.jpg,0,0.4872877,0,25.44252
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_21_709.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_21_709.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_21_709.jpg,-0.1,0.1814841,0,25.55031
D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\center_2019_07_06_22_17_21_803.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\left_2019_07_06_22_17_21_803.jpg,D:\Self Driving Car in Unity Environment\Volumes\CPSC587DATA\RecordedImg\IMG\right_2019_07_06_22_17_21_803.jpg,-0.35,0,0,25.29131
